0,1,2,3
-8.629839,41.158701,-8.62983882385,41.1587006828
-8.630189999999999,41.157369,-8.63018980706,41.157369143000004
-8.629596000000001,41.156279999999995,-8.629588965349999,41.1562779554
-8.630208,41.155227000000004,-8.63021876826,41.1552383021
-8.630460000000001,41.155065,-8.63046722182,41.1550739669
-8.630747999999999,41.154678000000004,-8.63072052029,41.154680081399995
-8.630658,41.153273999999996,-8.63063196635,41.1532742427
-8.630595,41.152212,-8.63059440234,41.152212043
-8.63028,41.151555,-8.63027297234,41.1515559398
-8.630478,41.15085300000001,-8.630477335339997,41.1508525527
-8.630532,41.15080800000001,-8.63053025548,41.1508149732
-8.630532,41.15080800000001,-8.63053025548,41.1508149732
-8.630577,41.15080800000001,-8.630572604980001,41.1508255679
-8.630613,41.15079,-8.63061053927,41.150775217399996
