0,1,2,3
-8.628722999999999,41.159781,-8.62871652508,41.1597790496
-8.629191,41.15889,-8.62919088339,41.1588839403
-8.629928999999999,41.158592999999996,-8.62990852457,41.1585725033
-8.630325,41.157738,-8.63032331886,41.1577381642
-8.630001,41.157342,-8.62999255278,41.1573541366
-8.629794,41.157153,-8.62978653993,41.157166521
-8.629362,41.157126,-8.629359042,41.1571250746
-8.628552,41.157018,-8.6285565647,41.1570144468
-8.628435000000001,41.156847,-8.62842953408,41.1568512547
-8.627634,41.155857,-8.627622993,41.1558657487
-8.627058,41.155227000000004,-8.627043387539999,41.15523837
-8.626932,41.154795,-8.62693646543,41.1547937112
-8.626941,41.154795,-8.62693715748,41.154796109
-8.626923,41.154723,-8.6269165908,41.1547248498
-8.626455,41.153228999999996,-8.626397517280001,41.1532473073
-8.625996,41.151708,-8.625995344189999,41.1517082361
-8.625888,41.151357,-8.62590597266,41.1513600642
-8.625897,41.151312,-8.62591747783,41.1513187176
-8.625914999999999,41.150907000000004,-8.62593583839,41.1509131704
-8.625681,41.149638,-8.625680224289999,41.149638175999996
-8.625564,41.148891,-8.625573900000001,41.1488902
-8.625492,41.148872999999995,-8.625505966930001,41.1488698327
-8.625392999999999,41.148783,-8.62538899959,41.148786021199996
-8.625501,41.148756,-8.625504186110001,41.148756242800005
-8.625042,41.148306,-8.62504253254,41.1482631302
-8.624556,41.148252,-8.62455342708,41.148260909099996
