0,1,2,3
-8.6273377,41.1524819,-8.627386,41.152482899999995
-8.628431800000001,41.1525327,-8.627386,41.152482899999995
-8.628431800000001,41.1525327,-8.627386,41.152482899999995
-8.628431800000001,41.1525327,-8.627386,41.152482899999995
-8.6287061,41.1530325,-8.6287336,41.1526188
-8.6287628,41.1536243,-8.6287697,41.1543566
-8.6287149,41.15502100000001,-8.6286734,41.1550707
-8.628698,41.1561836,-8.628309699999999,41.155572
-8.6287163,41.1563175,-8.6286329,41.1562415
-8.6289743,41.156467299999996,-8.629383599999999,41.1565345
-8.6289743,41.156467299999996,-8.629383599999999,41.1565345
-8.6295092,41.156552399999995,-8.6296263,41.1561495
-8.6295092,41.156552399999995,-8.6296263,41.1561495
-8.6295092,41.156552399999995,-8.6296263,41.1561495
-8.6295092,41.156552399999995,-8.6296263,41.1561495
-8.6295092,41.156552399999995,-8.6296263,41.1561495
-8.6295092,41.156552399999995,-8.6296263,41.1561495
