0,1388400881.0,41.160996,-8.628813
1,1388400881.0,41.160996,-8.628732
2,1388400881.0,41.160888,-8.628642
3,1388400881.0,41.160852,-8.628633
4,1388400881.0,41.160816,-8.628633
5,1388400881.0,41.160771,-8.628489
6,1388400881.0,41.159781,-8.628723
7,1388400881.0,41.15889,-8.629191
8,1388400881.0,41.158593,-8.629929
9,1388400881.0,41.157738,-8.630325
10,1388400881.0,41.157342,-8.630001
11,1388400881.0,41.157153,-8.629794
12,1388400881.0,41.157126,-8.629362
13,1388400881.0,41.157018,-8.628552
14,1388400881.0,41.156847,-8.628435
15,1388400881.0,41.155857,-8.627634
16,1388400881.0,41.155227,-8.627058
17,1388400881.0,41.154795,-8.626932
18,1388400881.0,41.154795,-8.626941
19,1388400881.0,41.154723,-8.626923
20,1388400881.0,41.153229,-8.626455
21,1388400881.0,41.151708,-8.625996
22,1388400881.0,41.151357,-8.625888
23,1388400881.0,41.151312,-8.625897
24,1388400881.0,41.150907,-8.625915
25,1388400881.0,41.149638,-8.625681
26,1388400881.0,41.148891,-8.625564
27,1388400881.0,41.148873,-8.625492
28,1388400881.0,41.148783,-8.625393
29,1388400881.0,41.148756,-8.625501
30,1388400881.0,41.148306,-8.625042
31,1388400881.0,41.148252,-8.624556
32,1388400881.0,41.148306,-8.624547
