0,1391432735.0,41.161032,-8.628813
1,1391432735.0,41.160861,-8.628687
2,1391432735.0,41.160789,-8.628696
3,1391432735.0,41.16078,-8.628696
4,1391432735.0,41.160447,-8.628525
5,1391432735.0,41.159268,-8.628876
6,1391432735.0,41.158701,-8.629839
7,1391432735.0,41.157369,-8.63019
8,1391432735.0,41.15628,-8.629596
9,1391432735.0,41.155227,-8.630208
10,1391432735.0,41.155065,-8.63046
11,1391432735.0,41.154678,-8.630748
12,1391432735.0,41.153274,-8.630658
13,1391432735.0,41.152212,-8.630595
14,1391432735.0,41.151555,-8.63028
15,1391432735.0,41.150853,-8.630478
16,1391432735.0,41.150808,-8.630532
17,1391432735.0,41.150808,-8.630532
18,1391432735.0,41.150808,-8.630577
19,1391432735.0,41.15079,-8.630613
20,1391432735.0,41.150799,-8.630613
